LandisData "Climate Data"								

ClimateTable								
>>Eco	Time	Month	AvgMinT	AvgMaxT	StdDevT	AvgPpt	StdDevPpt	PAR
4	25	10	5.96	18.16	1.77	6.04	1.97	0.00
4	25	11	-0.80	10.18	1.59	14.80	5.06	0.00
4	25	12	-6.78	3.55	1.82	12.69	3.07	0.00
5	25	1	-10.54	0.06	2.22	9.78	2.97	0.00
5	25	2	-10.02	0.14	2.33	8.25	2.31	0.00
5	25	3	-3.43	7.97	1.66	10.58	2.33	0.00
5	25	4	5.39	16.28	1.45	7.47	2.22	0.00
5	25	5	11.66	23.58	1.27	8.48	2.57	0.00
5	25	6	16.15	27.78	1.44	8.86	2.57	0.00
5	25	7	19.84	30.67	1.19	7.48	1.97	0.00
5	25	8	20.51	30.75	1.51	6.45	2.43	0.00
5	25	9	14.96	26.31	1.47	8.38	2.37	0.00
5	25	10	5.96	18.16	1.77	6.04	1.97	0.00
5	25	11	-0.80	10.18	1.59	14.80	5.06	0.00
5	25	12	-6.78	3.55	1.82	12.69	3.07	0.00
6	25	1	-10.54	0.06	2.22	9.78	2.97	0.00
6	25	2	-10.02	0.14	2.33	8.25	2.31	0.00
6	25	3	-3.43	7.97	1.66	10.58	2.33	0.00
6	25	4	5.39	16.28	1.45	7.47	2.22	0.00
6	25	5	11.66	23.58	1.27	8.48	2.57	0.00
6	25	6	16.15	27.78	1.44	8.86	2.57	0.00
6	25	7	19.84	30.67	1.19	7.48	1.97	0.00
6	25	8	20.51	30.75	1.51	6.45	2.43	0.00
6	25	9	14.96	26.31	1.47	8.38	2.37	0.00
6	25	10	5.96	18.16	1.77	6.04	1.97	0.00
6	25	11	-0.80	10.18	1.59	14.80	5.06	0.00
6	25	12	-6.78	3.55	1.82	12.69	3.07	0.00
7	25	1	-10.54	0.06	2.22	9.78	2.97	0.00
7	25	2	-10.02	0.14	2.33	8.25	2.31	0.00
7	25	3	-3.43	7.97	1.66	10.58	2.33	0.00
7	25	4	5.39	16.28	1.45	7.47	2.22	0.00
7	25	5	11.66	23.58	1.27	8.48	2.57	0.00
7	25	6	16.15	27.78	1.44	8.86	2.57	0.00
7	25	7	19.84	30.67	1.19	7.48	1.97	0.00
7	25	8	20.51	30.75	1.51	6.45	2.43	0.00
7	25	9	14.96	26.31	1.47	8.38	2.37	0.00
7	25	10	5.96	18.16	1.77	6.04	1.97	0.00
7	25	11	-0.80	10.18	1.59	14.80	5.06	0.00
7	25	12	-6.78	3.55	1.82	12.69	3.07	0.00
8	25	1	-10.54	0.06	2.22	9.78	2.97	0.00
8	25	2	-10.02	0.14	2.33	8.25	2.31	0.00
8	25	3	-3.43	7.97	1.66	10.58	2.33	0.00
8	25	4	5.39	16.28	1.45	7.47	2.22	0.00
8	25	5	11.66	23.58	1.27	8.48	2.57	0.00
8	25	6	16.15	27.78	1.44	8.86	2.57	0.00
8	25	7	19.84	30.67	1.19	7.48	1.97	0.00
8	25	8	20.51	30.75	1.51	6.45	2.43	0.00
8	25	9	14.96	26.31	1.47	8.38	2.37	0.00
8	25	10	5.96	18.16	1.77	6.04	1.97	0.00
8	25	11	-0.80	10.18	1.59	14.80	5.06	0.00
8	25	12	-6.78	3.55	1.82	12.69	3.07	0.00
2	30	1	-8.95	1.65	2.22	10.14	3.19	0.00
2	30	2	-6.19	3.97	2.33	14.30	3.98	0.00
2	30	3	-0.73	10.67	1.66	8.90	2.02	0.00
2	30	4	6.02	16.90	1.45	11.03	3.29	0.00
2	30	5	12.39	24.31	1.27	9.44	2.85	0.00
2	30	6	17.62	29.24	1.44	5.23	1.56	0.00
2	30	7	20.49	31.33	1.19	6.45	1.73	0.00
2	30	8	20.46	30.70	1.51	7.97	3.04	0.00
2	30	9	15.80	27.15	1.47	6.59	1.85	0.00
2	30	10	6.88	19.08	1.77	11.19	3.71	0.00
2	30	11	-1.68	9.29	1.59	14.54	5.00	0.00
2	30	12	-8.05	2.28	1.82	9.29	2.30	0.00
3	30	1	-8.95	1.65	2.22	10.14	3.19	0.00
3	30	2	-6.19	3.97	2.33	14.30	3.98	0.00
3	30	3	-0.73	10.67	1.66	8.90	2.02	0.00
3	30	4	6.02	16.90	1.45	11.03	3.29	0.00
3	30	5	12.39	24.31	1.27	9.44	2.85	0.00
3	30	6	17.62	29.24	1.44	5.23	1.56	0.00
3	30	7	20.49	31.33	1.19	6.45	1.73	0.00
3	30	8	20.46	30.70	1.51	7.97	3.04	0.00
3	30	9	15.80	27.15	1.47	6.59	1.85	0.00
3	30	10	6.88	19.08	1.77	11.19	3.71	0.00
3	30	11	-1.68	9.29	1.59	14.54	5.00	0.00
3	30	12	-8.05	2.28	1.82	9.29	2.30	0.00
4	30	1	-8.95	1.65	2.22	10.14	3.19	0.00
4	30	2	-6.19	3.97	2.33	14.30	3.98	0.00
4	30	3	-0.73	10.67	1.66	8.90	2.02	0.00
4	30	4	6.02	16.90	1.45	11.03	3.29	0.00
4	30	5	12.39	24.31	1.27	9.44	2.85	0.00
4	30	6	17.62	29.24	1.44	5.23	1.56	0.00
4	30	7	20.49	31.33	1.19	6.45	1.73	0.00
4	30	8	20.46	30.70	1.51	7.97	3.04	0.00
4	30	9	15.80	27.15	1.47	6.59	1.85	0.00
4	30	10	6.88	19.08	1.77	11.19	3.71	0.00
4	30	11	-1.68	9.29	1.59	14.54	5.00	0.00
4	30	12	-8.05	2.28	1.82	9.29	2.30	0.00
5	30	1	-8.95	1.65	2.22	10.14	3.19	0.00
5	30	2	-6.19	3.97	2.33	14.30	3.98	0.00
5	30	3	-0.73	10.67	1.66	8.90	2.02	0.00
5	30	4	6.02	16.90	1.45	11.03	3.29	0.00
5	30	5	12.39	24.31	1.27	9.44	2.85	0.00
5	30	6	17.62	29.24	1.44	5.23	1.56	0.00
5	30	7	20.49	31.33	1.19	6.45	1.73	0.00
5	30	8	20.46	30.70	1.51	7.97	3.04	0.00
5	30	9	15.80	27.15	1.47	6.59	1.85	0.00
5	30	10	6.88	19.08	1.77	11.19	3.71	0.00
5	30	11	-1.68	9.29	1.59	14.54	5.00	0.00
5	30	12	-8.05	2.28	1.82	9.29	2.30	0.00
6	30	1	-8.95	1.65	2.22	10.14	3.19	0.00
6	30	2	-6.19	3.97	2.33	14.30	3.98	0.00
6	30	3	-0.73	10.67	1.66	8.90	2.02	0.00
6	30	4	6.02	16.90	1.45	11.03	3.29	0.00
6	30	5	12.39	24.31	1.27	9.44	2.85	0.00
6	30	6	17.62	29.24	1.44	5.23	1.56	0.00
6	30	7	20.49	31.33	1.19	6.45	1.73	0.00
6	30	8	20.46	30.70	1.51	7.97	3.04	0.00
6	30	9	15.80	27.15	1.47	6.59	1.85	0.00
6	30	10	6.88	19.08	1.77	11.19	3.71	0.00
6	30	11	-1.68	9.29	1.59	14.54	5.00	0.00
6	30	12	-8.05	2.28	1.82	9.29	2.30	0.00
7	30	1	-8.95	1.65	2.22	10.14	3.19	0.00
7	30	2	-6.19	3.97	2.33	14.30	3.98	0.00
7	30	3	-0.73	10.67	1.66	8.90	2.02	0.00
7	30	4	6.02	16.90	1.45	11.03	3.29	0.00
7	30	5	12.39	24.31	1.27	9.44	2.85	0.00
7	30	6	17.62	29.24	1.44	5.23	1.56	0.00
7	30	7	20.49	31.33	1.19	6.45	1.73	0.00
7	30	8	20.46	30.70	1.51	7.97	3.04	0.00
7	30	9	15.80	27.15	1.47	6.59	1.85	0.00
7	30	10	6.88	19.08	1.77	11.19	3.71	0.00
7	30	11	-1.68	9.29	1.59	14.54	5.00	0.00
7	30	12	-8.05	2.28	1.82	9.29	2.30	0.00
8	30	1	-8.95	1.65	2.22	10.14	3.19	0.00
8	30	2	-6.19	3.97	2.33	14.30	3.98	0.00
8	30	3	-0.73	10.67	1.66	8.90	2.02	0.00
8	30	4	6.02	16.90	1.45	11.03	3.29	0.00
8	30	5	12.39	24.31	1.27	9.44	2.85	0.00
8	30	6	17.62	29.24	1.44	5.23	1.56	0.00
8	30	7	20.49	31.33	1.19	6.45	1.73	0.00
8	30	8	20.46	30.70	1.51	7.97	3.04	0.00
8	30	9	15.80	27.15	1.47	6.59	1.85	0.00
8	30	10	6.88	19.08	1.77	11.19	3.71	0.00
8	30	11	-1.68	9.29	1.59	14.54	5.00	0.00
8	30	12	-8.05	2.28	1.82	9.29	2.30	0.00
2	35	1	-9.35	1.26	2.22	7.27	2.26	0.00
2	35	2	-6.94	3.21	2.33	12.03	3.36	0.00
2	35	3	-0.36	11.04	1.66	11.95	2.65	0.00
2	35	4	7.19	18.07	1.45	10.47	3.13	0.00
2	35	5	12.73	24.64	1.27	7.55	2.31	0.00
2	35	6	16.78	28.41	1.44	9.59	2.81	0.00
2	35	7	19.65	30.49	1.19	9.88	2.60	0.00
2	35	8	20.37	30.61	1.51	7.88	3.03	0.00
2	35	9	16.32	27.67	1.47	6.25	1.79	0.00
2	35	10	8.05	20.25	1.77	6.36	2.08	0.00
2	35	11	-0.01	10.97	1.59	11.49	3.91	0.00
2	35	12	-6.99	3.33	1.82	14.73	3.47	0.00
3	35	1	-9.35	1.26	2.22	7.27	2.26	0.00
3	35	2	-6.94	3.21	2.33	12.03	3.36	0.00
3	35	3	-0.36	11.04	1.66	11.95	2.65	0.00
3	35	4	7.19	18.07	1.45	10.47	3.13	0.00
3	35	5	12.73	24.64	1.27	7.55	2.31	0.00
3	35	6	16.78	28.41	1.44	9.59	2.81	0.00
3	35	7	19.65	30.49	1.19	9.88	2.60	0.00
3	35	8	20.37	30.61	1.51	7.88	3.03	0.00
3	35	9	16.32	27.67	1.47	6.25	1.79	0.00
3	35	10	8.05	20.25	1.77	6.36	2.08	0.00
3	35	11	-0.01	10.97	1.59	11.49	3.91	0.00
3	35	12	-6.99	3.33	1.82	14.73	3.47	0.00
4	35	1	-9.35	1.26	2.22	7.27	2.26	0.00
4	35	2	-6.94	3.21	2.33	12.03	3.36	0.00
4	35	3	-0.36	11.04	1.66	11.95	2.65	0.00
4	35	4	7.19	18.07	1.45	10.47	3.13	0.00
4	35	5	12.73	24.64	1.27	7.55	2.31	0.00
4	35	6	16.78	28.41	1.44	9.59	2.81	0.00
4	35	7	19.65	30.49	1.19	9.88	2.60	0.00
4	35	8	20.37	30.61	1.51	7.88	3.03	0.00
4	35	9	16.32	27.67	1.47	6.25	1.79	0.00
4	35	10	8.05	20.25	1.77	6.36	2.08	0.00
4	35	11	-0.01	10.97	1.59	11.49	3.91	0.00
4	35	12	-6.99	3.33	1.82	14.73	3.47	0.00
5	35	1	-9.35	1.26	2.22	7.27	2.26	0.00
5	35	2	-6.94	3.21	2.33	12.03	3.36	0.00
5	35	3	-0.36	11.04	1.66	11.95	2.65	0.00
5	35	4	7.19	18.07	1.45	10.47	3.13	0.00
5	35	5	12.73	24.64	1.27	7.55	2.31	0.00
5	35	6	16.78	28.41	1.44	9.59	2.81	0.00
5	35	7	19.65	30.49	1.19	9.88	2.60	0.00
5	35	8	20.37	30.61	1.51	7.88	3.03	0.00
5	35	9	16.32	27.67	1.47	6.25	1.79	0.00
5	35	10	8.05	20.25	1.77	6.36	2.08	0.00
5	35	11	-0.01	10.97	1.59	11.49	3.91	0.00
5	35	12	-6.99	3.33	1.82	14.73	3.47	0.00
6	35	1	-9.35	1.26	2.22	7.27	2.26	0.00
6	35	2	-6.94	3.21	2.33	12.03	3.36	0.00
6	35	3	-0.36	11.04	1.66	11.95	2.65	0.00
6	35	4	7.19	18.07	1.45	10.47	3.13	0.00
6	35	5	12.73	24.64	1.27	7.55	2.31	0.00
6	35	6	16.78	28.41	1.44	9.59	2.81	0.00
6	35	7	19.65	30.49	1.19	9.88	2.60	0.00
6	35	8	20.37	30.61	1.51	7.88	3.03	0.00
6	35	9	16.32	27.67	1.47	6.25	1.79	0.00
6	35	10	8.05	20.25	1.77	6.36	2.08	0.00
6	35	11	-0.01	10.97	1.59	11.49	3.91	0.00
6	35	12	-6.99	3.33	1.82	14.73	3.47	0.00
7	35	1	-9.35	1.26	2.22	7.27	2.26	0.00
7	35	2	-6.94	3.21	2.33	12.03	3.36	0.00
7	35	3	-0.36	11.04	1.66	11.95	2.65	0.00
7	35	4	7.19	18.07	1.45	10.47	3.13	0.00
7	35	5	12.73	24.64	1.27	7.55	2.31	0.00
7	35	6	16.78	28.41	1.44	9.59	2.81	0.00
7	35	7	19.65	30.49	1.19	9.88	2.60	0.00
7	35	8	20.37	30.61	1.51	7.88	3.03	0.00
7	35	9	16.32	27.67	1.47	6.25	1.79	0.00
7	35	10	8.05	20.25	1.77	6.36	2.08	0.00
7	35	11	-0.01	10.97	1.59	11.49	3.91	0.00
7	35	12	-6.99	3.33	1.82	14.73	3.47	0.00
8	35	1	-9.35	1.26	2.22	7.27	2.26	0.00
8	35	2	-6.94	3.21	2.33	12.03	3.36	0.00
8	35	3	-0.36	11.04	1.66	11.95	2.65	0.00
8	35	4	7.19	18.07	1.45	10.47	3.13	0.00
8	35	5	12.73	24.64	1.27	7.55	2.31	0.00
8	35	6	16.78	28.41	1.44	9.59	2.81	0.00
8	35	7	19.65	30.49	1.19	9.88	2.60	0.00
8	35	8	20.37	30.61	1.51	7.88	3.03	0.00
8	35	9	16.32	27.67	1.47	6.25	1.79	0.00
8	35	10	8.05	20.25	1.77	6.36	2.08	0.00
8	35	11	-0.01	10.97	1.59	11.49	3.91	0.00
8	35	12	-6.99	3.33	1.82	14.73	3.47	0.00
2	40	1	-7.95	2.65	2.22	11.07	3.36	0.00
2	40	2	-6.49	3.67	2.33	8.43	2.37	0.00
2	40	3	-1.66	9.74	1.66	9.02	2.00	0.00
2	40	4	5.09	15.98	1.45	7.55	2.25	0.00
2	40	5	11.48	23.39	1.27	11.84	3.53	0.00
2	40	6	16.82	28.44	1.44	7.61	2.30	0.00
2	40	7	20.11	30.96	1.19	13.67	3.60	0.00
2	40	8	20.22	30.45	1.51	7.49	2.83	0.00
2	40	9	15.17	26.52	1.47	10.39	2.94	0.00
2	40	10	6.45	18.66	1.77	5.98	1.95	0.00
2	40	11	-0.89	10.09	1.59	15.35	5.25	0.00
2	40	12	-6.38	3.96	1.82	11.80	2.88	0.00
3	40	1	-7.95	2.65	2.22	11.07	3.36	0.00
3	40	2	-6.49	3.67	2.33	8.43	2.37	0.00
3	40	3	-1.66	9.74	1.66	9.02	2.00	0.00
3	40	4	5.09	15.98	1.45	7.55	2.25	0.00
3	40	5	11.48	23.39	1.27	11.84	3.53	0.00
3	40	6	16.82	28.44	1.44	7.61	2.30	0.00
3	40	7	20.11	30.96	1.19	13.67	3.60	0.00
3	40	8	20.22	30.45	1.51	7.49	2.83	0.00
3	40	9	15.17	26.52	1.47	10.39	2.94	0.00
3	40	10	6.45	18.66	1.77	5.98	1.95	0.00
3	40	11	-0.89	10.09	1.59	15.35	5.25	0.00
3	40	12	-6.38	3.96	1.82	11.80	2.88	0.00
4	40	1	-7.95	2.65	2.22	11.07	3.36	0.00
4	40	2	-6.49	3.67	2.33	8.43	2.37	0.00
4	40	3	-1.66	9.74	1.66	9.02	2.00	0.00
4	40	4	5.09	15.98	1.45	7.55	2.25	0.00
4	40	5	11.48	23.39	1.27	11.84	3.53	0.00
4	40	6	16.82	28.44	1.44	7.61	2.30	0.00
4	40	7	20.11	30.96	1.19	13.67	3.60	0.00
4	40	8	20.22	30.45	1.51	7.49	2.83	0.00
4	40	9	15.17	26.52	1.47	10.39	2.94	0.00
4	40	10	6.45	18.66	1.77	5.98	1.95	0.00
4	40	11	-0.89	10.09	1.59	15.35	5.25	0.00
4	40	12	-6.38	3.96	1.82	11.80	2.88	0.00
5	40	1	-7.95	2.65	2.22	11.07	3.36	0.00
5	40	2	-6.49	3.67	2.33	8.43	2.37	0.00
5	40	3	-1.66	9.74	1.66	9.02	2.00	0.00
5	40	4	5.09	15.98	1.45	7.55	2.25	0.00
5	40	5	11.48	23.39	1.27	11.84	3.53	0.00
5	40	6	16.82	28.44	1.44	7.61	2.30	0.00
5	40	7	20.11	30.96	1.19	13.67	3.60	0.00
5	40	8	20.22	30.45	1.51	7.49	2.83	0.00
5	40	9	15.17	26.52	1.47	10.39	2.94	0.00
5	40	10	6.45	18.66	1.77	5.98	1.95	0.00
5	40	11	-0.89	10.09	1.59	15.35	5.25	0.00
5	40	12	-6.38	3.96	1.82	11.80	2.88	0.00
6	40	1	-7.95	2.65	2.22	11.07	3.36	0.00
6	40	2	-6.49	3.67	2.33	8.43	2.37	0.00
6	40	3	-1.66	9.74	1.66	9.02	2.00	0.00
6	40	4	5.09	15.98	1.45	7.55	2.25	0.00
6	40	5	11.48	23.39	1.27	11.84	3.53	0.00
6	40	6	16.82	28.44	1.44	7.61	2.30	0.00
6	40	7	20.11	30.96	1.19	13.67	3.60	0.00
6	40	8	20.22	30.45	1.51	7.49	2.83	0.00
6	40	9	15.17	26.52	1.47	10.39	2.94	0.00
6	40	10	6.45	18.66	1.77	5.98	1.95	0.00
6	40	11	-0.89	10.09	1.59	15.35	5.25	0.00
6	40	12	-6.38	3.96	1.82	11.80	2.88	0.00
7	40	1	-7.95	2.65	2.22	11.07	3.36	0.00
7	40	2	-6.49	3.67	2.33	8.43	2.37	0.00
7	40	3	-1.66	9.74	1.66	9.02	2.00	0.00
7	40	4	5.09	15.98	1.45	7.55	2.25	0.00
7	40	5	11.48	23.39	1.27	11.84	3.53	0.00
7	40	6	16.82	28.44	1.44	7.61	2.30	0.00
7	40	7	20.11	30.96	1.19	13.67	3.60	0.00
7	40	8	20.22	30.45	1.51	7.49	2.83	0.00
7	40	9	15.17	26.52	1.47	10.39	2.94	0.00
7	40	10	6.45	18.66	1.77	5.98	1.95	0.00
7	40	11	-0.89	10.09	1.59	15.35	5.25	0.00
7	40	12	-6.38	3.96	1.82	11.80	2.88	0.00
8	40	1	-7.95	2.65	2.22	11.07	3.36	0.00
8	40	2	-6.49	3.67	2.33	8.43	2.37	0.00
8	40	3	-1.66	9.74	1.66	9.02	2.00	0.00
8	40	4	5.09	15.98	1.45	7.55	2.25	0.00
8	40	5	11.48	23.39	1.27	11.84	3.53	0.00
8	40	6	16.82	28.44	1.44	7.61	2.30	0.00
8	40	7	20.11	30.96	1.19	13.67	3.60	0.00
8	40	8	20.22	30.45	1.51	7.49	2.83	0.00
8	40	9	15.17	26.52	1.47	10.39	2.94	0.00
8	40	10	6.45	18.66	1.77	5.98	1.95	0.00
8	40	11	-0.89	10.09	1.59	15.35	5.25	0.00
8	40	12	-6.38	3.96	1.82	11.80	2.88	0.00
2	45	1	-6.85	3.76	2.22	13.70	4.18	0.00
2	45	2	-7.42	2.73	2.33	10.65	2.99	0.00
2	45	3	-2.11	9.29	1.66	11.38	2.52	0.00
2	45	4	6.58	17.47	1.45	9.01	2.68	0.00
2	45	5	13.67	25.58	1.27	11.24	3.38	0.00
2	45	6	18.47	30.09	1.44	9.80	2.86	0.00
2	45	7	21.46	32.30	1.19	8.77	2.32	0.00
2	45	8	21.34	31.57	1.51	8.90	3.38	0.00
2	45	9	15.72	27.07	1.47	8.81	2.49	0.00
2	45	10	7.34	19.54	1.77	9.15	3.00	0.00
2	45	11	1.66	12.64	1.59	16.54	5.67	0.00
2	45	12	-3.24	7.09	1.82	11.81	2.90	0.00
3	45	1	-6.85	3.76	2.22	13.70	4.18	0.00
3	45	2	-7.42	2.73	2.33	10.65	2.99	0.00
3	45	3	-2.11	9.29	1.66	11.38	2.52	0.00
3	45	4	6.58	17.47	1.45	9.01	2.68	0.00
3	45	5	13.67	25.58	1.27	11.24	3.38	0.00
3	45	6	18.47	30.09	1.44	9.80	2.86	0.00
3	45	7	21.46	32.30	1.19	8.77	2.32	0.00
3	45	8	21.34	31.57	1.51	8.90	3.38	0.00
3	45	9	15.72	27.07	1.47	8.81	2.49	0.00
3	45	10	7.34	19.54	1.77	9.15	3.00	0.00
3	45	11	1.66	12.64	1.59	16.54	5.67	0.00
3	45	12	-3.24	7.09	1.82	11.81	2.90	0.00
4	45	1	-6.85	3.76	2.22	13.70	4.18	0.00
4	45	2	-7.42	2.73	2.33	10.65	2.99	0.00
4	45	3	-2.11	9.29	1.66	11.38	2.52	0.00
4	45	4	6.58	17.47	1.45	9.01	2.68	0.00
4	45	5	13.67	25.58	1.27	11.24	3.38	0.00
4	45	6	18.47	30.09	1.44	9.80	2.86	0.00
4	45	7	21.46	32.30	1.19	8.77	2.32	0.00
4	45	8	21.34	31.57	1.51	8.90	3.38	0.00
4	45	9	15.72	27.07	1.47	8.81	2.49	0.00
4	45	10	7.34	19.54	1.77	9.15	3.00	0.00
4	45	11	1.66	12.64	1.59	16.54	5.67	0.00
4	45	12	-3.24	7.09	1.82	11.81	2.90	0.00
5	45	1	-6.85	3.76	2.22	13.70	4.18	0.00
5	45	2	-7.42	2.73	2.33	10.65	2.99	0.00
5	45	3	-2.11	9.29	1.66	11.38	2.52	0.00
5	45	4	6.58	17.47	1.45	9.01	2.68	0.00
5	45	5	13.67	25.58	1.27	11.24	3.38	0.00
5	45	6	18.47	30.09	1.44	9.80	2.86	0.00
5	45	7	21.46	32.30	1.19	8.77	2.32	0.00
5	45	8	21.34	31.57	1.51	8.90	3.38	0.00
5	45	9	15.72	27.07	1.47	8.81	2.49	0.00
5	45	10	7.34	19.54	1.77	9.15	3.00	0.00
5	45	11	1.66	12.64	1.59	16.54	5.67	0.00
5	45	12	-3.24	7.09	1.82	11.81	2.90	0.00
6	45	1	-6.85	3.76	2.22	13.70	4.18	0.00
6	45	2	-7.42	2.73	2.33	10.65	2.99	0.00
6	45	3	-2.11	9.29	1.66	11.38	2.52	0.00
6	45	4	6.58	17.47	1.45	9.01	2.68	0.00
6	45	5	13.67	25.58	1.27	11.24	3.38	0.00
6	45	6	18.47	30.09	1.44	9.80	2.86	0.00
6	45	7	21.46	32.30	1.19	8.77	2.32	0.00
6	45	8	21.34	31.57	1.51	8.90	3.38	0.00
6	45	9	15.72	27.07	1.47	8.81	2.49	0.00
6	45	10	7.34	19.54	1.77	9.15	3.00	0.00
6	45	11	1.66	12.64	1.59	16.54	5.67	0.00
6	45	12	-3.24	7.09	1.82	11.81	2.90	0.00
7	45	1	-6.85	3.76	2.22	13.70	4.18	0.00
7	45	2	-7.42	2.73	2.33	10.65	2.99	0.00
7	45	3	-2.11	9.29	1.66	11.38	2.52	0.00
7	45	4	6.58	17.47	1.45	9.01	2.68	0.00
7	45	5	13.67	25.58	1.27	11.24	3.38	0.00
7	45	6	18.47	30.09	1.44	9.80	2.86	0.00
7	45	7	21.46	32.30	1.19	8.77	2.32	0.00
7	45	8	21.34	31.57	1.51	8.90	3.38	0.00
7	45	9	15.72	27.07	1.47	8.81	2.49	0.00
7	45	10	7.34	19.54	1.77	9.15	3.00	0.00
7	45	11	1.66	12.64	1.59	16.54	5.67	0.00
7	45	12	-3.24	7.09	1.82	11.81	2.90	0.00
8	45	1	-6.85	3.76	2.22	13.70	4.18	0.00
8	45	2	-7.42	2.73	2.33	10.65	2.99	0.00
8	45	3	-2.11	9.29	1.66	11.38	2.52	0.00
8	45	4	6.58	17.47	1.45	9.01	2.68	0.00
8	45	5	13.67	25.58	1.27	11.24	3.38	0.00
8	45	6	18.47	30.09	1.44	9.80	2.86	0.00
8	45	7	21.46	32.30	1.19	8.77	2.32	0.00
8	45	8	21.34	31.57	1.51	8.90	3.38	0.00
8	45	9	15.72	27.07	1.47	8.81	2.49	0.00
8	45	10	7.34	19.54	1.77	9.15	3.00	0.00
8	45	11	1.66	12.64	1.59	16.54	5.67	0.00
8	45	12	-3.24	7.09	1.82	11.81	2.90	0.00
2	50	1	-10.36	0.25	2.22	8.16	2.51	0.00
2	50	2	-9.39	0.77	2.33	10.55	2.94	0.00
2	50	3	-2.62	8.78	1.66	9.00	2.02	0.00
2	50	4	6.05	16.94	1.45	12.76	3.82	0.00
2	50	5	12.51	24.43	1.28	8.80	2.69	0.00
2	50	6	17.15	28.77	1.44	8.31	2.55	0.00
2	50	7	20.34	31.18	1.19	17.17	4.52	0.00
2	50	8	20.89	31.13	1.51	6.48	2.56	0.00
2	50	9	16.56	27.91	1.47	5.52	1.55	0.00
2	50	10	8.76	20.96	1.77	8.73	2.91	0.00
2	50	11	1.45	12.43	1.59	15.77	5.39	0.00
2	50	12	-6.06	4.27	1.82	14.09	3.40	0.00
3	50	1	-10.36	0.25	2.22	8.16	2.51	0.00
3	50	2	-9.39	0.77	2.33	10.55	2.94	0.00
3	50	3	-2.62	8.78	1.66	9.00	2.02	0.00
3	50	4	6.05	16.94	1.45	12.76	3.82	0.00
3	50	5	12.51	24.43	1.28	8.80	2.69	0.00
3	50	6	17.15	28.77	1.44	8.31	2.55	0.00
3	50	7	20.34	31.18	1.19	17.17	4.52	0.00
3	50	8	20.89	31.13	1.51	6.48	2.56	0.00
3	50	9	16.56	27.91	1.47	5.52	1.55	0.00
3	50	10	8.76	20.96	1.77	8.73	2.91	0.00
3	50	11	1.45	12.43	1.59	15.77	5.39	0.00
3	50	12	-6.06	4.27	1.82	14.09	3.40	0.00
4	50	1	-10.36	0.25	2.22	8.16	2.51	0.00
4	50	2	-9.39	0.77	2.33	10.55	2.94	0.00
4	50	3	-2.62	8.78	1.66	9.00	2.02	0.00
4	50	4	6.05	16.94	1.45	12.76	3.82	0.00
4	50	5	12.51	24.43	1.28	8.80	2.69	0.00
4	50	6	17.15	28.77	1.44	8.31	2.55	0.00
4	50	7	20.34	31.18	1.19	17.17	4.52	0.00
4	50	8	20.89	31.13	1.51	6.48	2.56	0.00
4	50	9	16.56	27.91	1.47	5.52	1.55	0.00
4	50	10	8.76	20.96	1.77	8.73	2.91	0.00
4	50	11	1.45	12.43	1.59	15.77	5.39	0.00
4	50	12	-6.06	4.27	1.82	14.09	3.40	0.00
5	50	1	-10.36	0.25	2.22	8.16	2.51	0.00
5	50	2	-9.39	0.77	2.33	10.55	2.94	0.00
5	50	3	-2.62	8.78	1.66	9.00	2.02	0.00
5	50	4	6.05	16.94	1.45	12.76	3.82	0.00
5	50	5	12.51	24.43	1.28	8.80	2.69	0.00
5	50	6	17.15	28.77	1.44	8.31	2.55	0.00
5	50	7	20.34	31.18	1.19	17.17	4.52	0.00
5	50	8	20.89	31.13	1.51	6.48	2.56	0.00
5	50	9	16.56	27.91	1.47	5.52	1.55	0.00
5	50	10	8.76	20.96	1.77	8.73	2.91	0.00
5	50	11	1.45	12.43	1.59	15.77	5.39	0.00
5	50	12	-6.06	4.27	1.82	14.09	3.40	0.00
6	50	1	-10.36	0.25	2.22	8.16	2.51	0.00
6	50	2	-9.39	0.77	2.33	10.55	2.94	0.00
6	50	3	-2.62	8.78	1.66	9.00	2.02	0.00
6	50	4	6.05	16.94	1.45	12.76	3.82	0.00
6	50	5	12.51	24.43	1.28	8.80	2.69	0.00
6	50	6	17.15	28.77	1.44	8.31	2.55	0.00
6	50	7	20.34	31.18	1.19	17.17	4.52	0.00
6	50	8	20.89	31.13	1.51	6.48	2.56	0.00
6	50	9	16.56	27.91	1.47	5.52	1.55	0.00
6	50	10	8.76	20.96	1.77	8.73	2.91	0.00
6	50	11	1.45	12.43	1.59	15.77	5.39	0.00
6	50	12	-6.06	4.27	1.82	14.09	3.40	0.00
7	50	1	-10.36	0.25	2.22	8.16	2.51	0.00
7	50	2	-9.39	0.77	2.33	10.55	2.94	0.00
7	50	3	-2.62	8.78	1.66	9.00	2.02	0.00
7	50	4	6.05	16.94	1.45	12.76	3.82	0.00
7	50	5	12.51	24.43	1.28	8.80	2.69	0.00
7	50	6	17.15	28.77	1.44	8.31	2.55	0.00
7	50	7	20.34	31.18	1.19	17.17	4.52	0.00
7	50	8	20.89	31.13	1.51	6.48	2.56	0.00
7	50	9	16.56	27.91	1.47	5.52	1.55	0.00
7	50	10	8.76	20.96	1.77	8.73	2.91	0.00
7	50	11	1.45	12.43	1.59	15.77	5.39	0.00
